SaleID,CustomerID,ProductID,Quantity,SaleDate,FeedbackScore
55,790,31,,2023-05-07 08:00:00,2.0
56,318,20,3.0,2023-11-27 18:00:00,
57,570,34,1.0,2023-05-07 15:00:00,2.0
58,755,27,-1.0,2024-02-07 07:00:00,3.0
59,201,35,1.0,2023-04-17 01:00:00,2.0
60,189,45,,2023-04-19 00:00:00,
61,696,47,2.0,2023-02-19 12:00:00,1.0
62,164,46,1.0,2023-11-28 22:00:00,1.0
63,575,21,3.0,2023-09-11 05:00:00,2.0
64,539,13,1.0,2023-01-05 11:00:00,2.0
65,386,40,-1.0,2023-02-24 19:00:00,4.0
66,935,31,,2023-12-08 03:00:00,4.0
67,58,36,1.0,2023-04-25 17:00:00,5.0
68,304,27,1.0,2024-02-11 09:00:00,5.0
69,467,31,1.0,2023-09-17 15:00:00,
70,745,30,2.0,2023-04-30 20:00:00,3.0
71,405,6,3.0,2023-08-10 19:00:00,4.0
72,89,47,1.0,2023-02-03 07:00:00,
73,752,16,-1.0,2023-05-29 18:00:00,
74,922,50,1.0,2023-05-01 14:00:00,2.0
75,709,16,2.0,2023-05-02 23:00:00,2.0
76,361,49,2.0,2023-12-07 18:00:00,1.0
77,304,41,3.0,2023-02-10 11:00:00,2.0
78,365,12,3.0,2023-10-06 15:00:00,
79,154,46,3.0,2023-12-24 07:00:00,4.0
80,230,6,-1.0,2023-03-26 04:00:00,4.0
81,468,19,,2024-01-13 06:00:00,5.0
82,436,13,-1.0,2023-02-09 16:00:00,5.0
83,844,49,3.0,2023-08-12 07:00:00,2.0
84,115,38,,2023-06-10 17:00:00,5.0
85,266,37,-1.0,2023-09-02 05:00:00,1.0
86,795,44,-1.0,2023-05-12 01:00:00,3.0
87,786,49,,2023-05-18 17:00:00,
88,681,18,1.0,2023-05-06 06:00:00,3.0
89,249,29,-1.0,2024-01-11 01:00:00,5.0
90,209,50,2.0,2023-11-20 18:00:00,3.0
91,825,16,,2023-11-06 22:00:00,
92,848,34,-1.0,2023-11-27 22:00:00,1.0
93,331,18,2.0,2024-01-20 22:00:00,4.0
94,452,15,,2023-02-14 00:00:00,5.0
95,671,17,1.0,2023-05-12 10:00:00,1.0
96,363,4,-1.0,2023-06-07 19:00:00,5.0
97,984,22,3.0,2024-01-18 21:00:00,5.0
98,634,49,1.0,2023-11-23 01:00:00,3.0
99,250,17,-1.0,2023-11-11 03:00:00,3.0
100,904,2,2.0,2023-10-29 07:00:00,
101,19,37,-1.0,2023-02-01 20:00:00,2.0
102,763,48,2.0,2023-07-29 03:00:00,5.0
103,883,6,1.0,2023-07-24 07:00:00,3.0
104,105,48,3.0,2023-12-04 05:00:00,2.0
105,231,49,3.0,2023-10-13 03:00:00,5.0
106,115,35,-1.0,2023-04-01 05:00:00,
107,701,8,,2023-03-19 14:00:00,3.0
108,289,14,-1.0,2023-11-24 02:00:00,4.0
109,286,37,1.0,2024-01-16 03:00:00,
110,365,21,-1.0,2023-04-08 12:00:00,4.0
111,364,31,2.0,2023-08-19 07:00:00,5.0
112,80,16,1.0,2023-10-08 23:00:00,
113,333,10,3.0,2023-06-16 19:00:00,
114,923,14,,2023-02-16 19:00:00,
115,57,42,1.0,2023-12-29 21:00:00,5.0
116,122,47,,2023-06-18 17:00:00,4.0
117,78,25,-1.0,2023-11-15 08:00:00,4.0
118,938,11,1.0,2023-02-01 21:00:00,2.0
119,726,12,1.0,2023-04-08 16:00:00,4.0
120,478,16,2.0,2023-06-19 15:00:00,5.0
121,765,39,-1.0,2023-10-28 16:00:00,2.0
122,729,37,2.0,2023-06-25 16:00:00,5.0
123,453,4,1.0,2023-11-28 08:00:00,5.0
124,188,19,1.0,2023-09-06 18:00:00,4.0
125,344,11,2.0,2023-05-20 14:00:00,5.0
126,56,31,1.0,2023-07-15 15:00:00,1.0
127,928,30,,2023-05-22 15:00:00,
128,64,19,,2023-06-20 01:00:00,2.0
129,883,20,,2024-01-17 05:00:00,3.0
130,910,5,3.0,2023-02-21 00:00:00,1.0
131,895,43,,2023-09-20 04:00:00,3.0
132,148,37,2.0,2023-05-11 02:00:00,4.0
133,363,49,1.0,2023-01-22 06:00:00,4.0
134,274,33,,2023-08-30 10:00:00,2.0
135,113,37,-1.0,2023-12-07 21:00:00,1.0
136,772,1,3.0,2024-01-28 09:00:00,2.0
137,850,20,2.0,2023-01-05 00:00:00,
138,453,35,2.0,2023-10-06 09:00:00,2.0
139,369,22,3.0,2023-03-05 00:00:00,5.0
140,224,1,2.0,2024-01-02 07:00:00,1.0
141,394,24,1.0,2023-01-05 23:00:00,3.0
142,86,28,1.0,2023-11-21 15:00:00,1.0
143,282,18,2.0,2023-09-29 13:00:00,1.0
144,146,23,,2023-01-02 09:00:00,3.0
145,898,38,,2023-11-25 15:00:00,2.0
146,34,30,-1.0,2023-10-12 14:00:00,1.0
147,719,17,-1.0,2023-08-14 21:00:00,5.0
148,604,45,1.0,2023-02-14 12:00:00,2.0
149,876,19,,2023-02-26 03:00:00,1.0
150,848,21,-1.0,2023-07-17 19:00:00,4.0
151,903,6,-1.0,2023-09-08 05:00:00,1.0
152,597,7,-1.0,2023-09-09 15:00:00,4.0
153,23,45,2.0,2023-06-09 01:00:00,2.0
154,964,23,,2023-12-18 22:00:00,5.0
155,923,5,-1.0,2023-08-08 13:00:00,
156,334,2,2.0,2023-10-15 09:00:00,
157,88,15,2.0,2023-08-10 05:00:00,5.0
158,186,30,-1.0,2023-01-02 07:00:00,3.0
159,721,42,-1.0,2023-08-25 10:00:00,4.0
160,120,32,-1.0,2023-07-02 18:00:00,4.0
161,683,32,1.0,2023-01-02 05:00:00,1.0
162,755,45,2.0,2023-06-25 02:00:00,3.0
163,133,46,3.0,2023-11-09 19:00:00,
164,460,40,1.0,2023-01-31 15:00:00,3.0
165,442,50,2.0,2023-03-28 03:00:00,
166,317,42,-1.0,2023-01-05 10:00:00,2.0
167,442,28,,2024-02-06 20:00:00,5.0
168,373,45,-1.0,2024-01-06 14:00:00,
169,242,47,1.0,2023-12-01 04:00:00,3.0
170,29,22,,2023-04-04 00:00:00,5.0
171,377,25,3.0,2023-02-11 09:00:00,
172,970,38,-1.0,2024-01-28 04:00:00,5.0
173,496,15,,2023-10-22 02:00:00,4.0
174,381,37,-1.0,2023-10-10 21:00:00,3.0
175,306,1,-1.0,2023-01-16 00:00:00,
176,908,20,1.0,2023-01-13 16:00:00,4.0
177,876,1,-1.0,2023-04-20 11:00:00,1.0
178,215,39,3.0,2024-01-09 13:00:00,4.0
179,629,11,3.0,2023-07-08 01:00:00,4.0
180,449,12,2.0,2023-09-04 06:00:00,2.0
181,694,11,3.0,2023-12-13 09:00:00,5.0
182,23,44,-1.0,2023-05-10 04:00:00,4.0
183,832,39,1.0,2023-08-26 15:00:00,2.0
184,982,36,-1.0,2023-06-12 10:00:00,
185,547,11,,2023-08-15 16:00:00,
186,520,32,2.0,2023-11-27 10:00:00,5.0
187,314,37,1.0,2023-01-26 21:00:00,
188,914,32,3.0,2023-10-29 11:00:00,
189,203,17,1.0,2023-04-15 02:00:00,3.0
190,825,39,-1.0,2023-01-30 17:00:00,2.0
191,964,10,2.0,2023-12-17 03:00:00,5.0
192,436,4,-1.0,2023-04-29 23:00:00,1.0
193,241,25,3.0,2023-06-27 21:00:00,2.0
194,334,45,3.0,2023-05-02 04:00:00,1.0
195,850,8,3.0,2023-12-03 16:00:00,4.0
196,303,11,3.0,2023-07-08 04:00:00,5.0
197,949,18,,2023-02-22 13:00:00,4.0
198,959,19,-1.0,2023-05-12 16:00:00,5.0
199,591,23,,2023-02-10 10:00:00,3.0
200,143,10,-1.0,2023-06-13 00:00:00,1.0
201,914,15,2.0,2023-08-05 14:00:00,
202,116,30,2.0,2024-01-04 14:00:00,2.0
203,753,47,,2023-01-11 19:00:00,2.0
204,302,14,3.0,2023-06-07 22:00:00,4.0
205,151,40,2.0,2024-01-19 10:00:00,5.0
206,911,17,-1.0,2023-01-21 07:00:00,2.0
207,328,28,1.0,2023-11-26 11:00:00,2.0
208,428,5,,2023-01-22 14:00:00,2.0
209,602,1,2.0,2023-12-14 14:00:00,3.0
210,149,4,2.0,2023-01-13 23:00:00,
211,47,25,1.0,2023-05-15 15:00:00,5.0
212,721,28,2.0,2023-11-27 12:00:00,1.0
213,672,32,,2023-11-07 17:00:00,3.0
214,187,1,2.0,2024-02-12 15:00:00,4.0
215,449,20,-1.0,2023-08-04 23:00:00,4.0
216,21,34,,2023-12-03 12:00:00,
217,609,7,3.0,2023-09-28 21:00:00,5.0
218,22,26,,2023-10-10 22:00:00,5.0
219,65,35,2.0,2023-11-20 20:00:00,3.0
220,754,2,3.0,2023-04-25 01:00:00,1.0
221,112,31,2.0,2023-11-23 17:00:00,3.0
222,611,49,,2023-09-18 21:00:00,4.0
223,924,21,,2023-12-08 21:00:00,4.0
224,390,44,-1.0,2023-02-21 23:00:00,2.0
225,18,45,1.0,2024-01-24 23:00:00,4.0
226,879,32,,2023-06-24 18:00:00,4.0
227,679,27,2.0,2023-11-30 08:00:00,2.0
228,407,11,3.0,2023-11-04 09:00:00,2.0
229,259,29,1.0,2023-05-24 02:00:00,3.0
230,277,21,3.0,2023-08-13 05:00:00,
231,993,13,,2023-02-09 22:00:00,
232,813,11,-1.0,2023-01-18 08:00:00,2.0
233,315,23,1.0,2023-08-28 05:00:00,1.0
234,771,25,3.0,2023-10-08 07:00:00,4.0
235,427,2,1.0,2023-07-02 13:00:00,
236,487,5,,2023-08-05 12:00:00,5.0
237,394,31,3.0,2023-02-16 08:00:00,5.0
238,18,30,-1.0,2023-04-23 00:00:00,5.0
239,470,7,2.0,2023-09-27 16:00:00,
240,697,40,-1.0,2024-01-03 11:00:00,
241,326,15,3.0,2023-11-22 07:00:00,3.0
242,171,29,2.0,2023-05-23 02:00:00,
243,590,41,-1.0,2023-01-04 08:00:00,3.0
244,376,5,2.0,2023-07-12 05:00:00,
245,821,48,-1.0,2023-02-27 05:00:00,3.0
246,34,10,,2023-03-04 21:00:00,4.0
247,669,1,3.0,2023-09-26 10:00:00,2.0
248,197,13,1.0,2023-05-08 22:00:00,
249,339,11,2.0,2023-05-06 15:00:00,4.0
250,392,44,2.0,2023-07-20 22:00:00,5.0
251,990,3,-1.0,2023-11-22 21:00:00,
252,227,27,1.0,2023-01-04 20:00:00,2.0
253,719,47,3.0,2024-01-28 12:00:00,4.0
254,372,39,,2023-10-02 23:00:00,4.0
255,929,1,3.0,2023-07-05 02:00:00,5.0
256,808,23,1.0,2023-11-13 17:00:00,3.0
257,731,34,2.0,2023-06-09 18:00:00,2.0
258,292,47,,2024-02-09 05:00:00,4.0
259,232,5,2.0,2023-06-30 01:00:00,4.0
260,129,46,2.0,2023-05-22 09:00:00,3.0
261,442,3,3.0,2023-07-17 23:00:00,5.0
262,489,5,3.0,2023-10-29 04:00:00,1.0
263,580,21,,2024-01-18 22:00:00,3.0
264,579,10,1.0,2023-04-09 08:00:00,3.0
265,813,36,1.0,2023-02-17 19:00:00,4.0
266,406,31,3.0,2023-08-25 01:00:00,5.0
267,560,4,-1.0,2023-12-03 10:00:00,
268,964,20,-1.0,2023-07-25 22:00:00,4.0
269,418,34,1.0,2023-06-02 14:00:00,4.0
270,261,43,2.0,2023-03-07 02:00:00,1.0
271,828,8,-1.0,2023-06-21 08:00:00,1.0
272,822,43,2.0,2024-01-13 01:00:00,
273,721,50,3.0,2024-01-22 11:00:00,5.0
274,465,18,2.0,2023-12-22 17:00:00,3.0
275,232,9,2.0,2023-02-03 02:00:00,5.0
276,82,11,,2023-09-01 21:00:00,2.0
277,579,39,,2023-11-14 10:00:00,5.0
278,66,35,3.0,2023-03-08 09:00:00,4.0
279,424,35,2.0,2023-11-06 01:00:00,1.0
280,628,17,,2023-08-08 10:00:00,4.0
281,636,44,,2023-10-25 18:00:00,5.0
282,288,11,2.0,2023-01-04 16:00:00,3.0
283,836,4,2.0,2023-12-29 06:00:00,2.0
284,249,31,-1.0,2024-02-10 11:00:00,5.0
285,547,39,-1.0,2024-01-29 13:00:00,4.0
286,690,2,2.0,2023-10-09 09:00:00,1.0
287,807,32,,2023-05-26 21:00:00,4.0
288,668,5,3.0,2023-04-04 01:00:00,5.0
289,65,40,3.0,2023-04-27 18:00:00,
290,841,47,,2023-07-04 07:00:00,5.0
291,732,25,3.0,2023-08-24 22:00:00,5.0
292,674,18,3.0,2023-10-26 17:00:00,1.0
293,45,38,,2023-12-14 08:00:00,4.0
294,907,1,,2023-03-31 11:00:00,5.0
295,390,47,-1.0,2023-11-29 00:00:00,
296,796,19,2.0,2023-09-30 22:00:00,4.0
297,850,43,,2023-11-15 10:00:00,
298,38,33,-1.0,2023-09-14 19:00:00,3.0
299,557,39,3.0,2023-03-04 06:00:00,1.0
300,334,9,1.0,2023-11-17 15:00:00,
301,419,41,1.0,2023-10-23 13:00:00,3.0
302,137,49,3.0,2023-02-28 16:00:00,5.0
303,605,4,-1.0,2023-10-06 18:00:00,4.0
304,392,38,-1.0,2023-05-22 16:00:00,3.0
305,723,23,3.0,2023-01-05 12:00:00,2.0
306,346,44,3.0,2023-08-23 19:00:00,1.0
307,72,31,2.0,2023-12-20 09:00:00,3.0
308,533,6,1.0,2023-10-03 03:00:00,1.0
309,609,20,2.0,2023-02-15 10:00:00,3.0
310,354,10,3.0,2023-08-20 15:00:00,3.0
311,587,50,,2024-01-28 03:00:00,5.0
312,297,27,3.0,2023-12-06 06:00:00,
313,323,14,-1.0,2023-12-27 23:00:00,3.0
314,51,40,2.0,2023-10-02 19:00:00,4.0
315,399,10,3.0,2023-01-26 23:00:00,5.0
316,545,18,2.0,2023-10-14 06:00:00,3.0
317,364,1,3.0,2023-07-20 13:00:00,4.0
318,624,10,,2023-10-01 00:00:00,1.0
319,75,48,-1.0,2023-11-10 17:00:00,1.0
320,682,8,3.0,2023-08-30 11:00:00,4.0
321,172,40,,2023-11-06 20:00:00,3.0
322,421,14,1.0,2023-06-25 17:00:00,4.0
323,113,11,1.0,2023-09-05 12:00:00,4.0
324,964,49,3.0,2023-12-21 04:00:00,4.0
325,762,43,,2023-09-25 20:00:00,1.0
326,331,37,2.0,2023-10-12 10:00:00,1.0
327,30,2,2.0,2023-06-22 02:00:00,
328,385,48,3.0,2023-11-22 01:00:00,3.0
329,978,38,2.0,2023-11-20 01:00:00,1.0
330,983,42,3.0,2023-07-16 17:00:00,5.0
331,819,22,1.0,2023-03-10 18:00:00,2.0
332,307,10,,2023-06-22 12:00:00,2.0
333,413,1,3.0,2023-03-09 09:00:00,3.0
334,340,37,1.0,2023-03-26 13:00:00,2.0
335,16,34,-1.0,2023-12-21 21:00:00,2.0
336,816,9,,2023-07-10 15:00:00,1.0
337,164,36,,2023-06-16 08:00:00,2.0
338,223,48,,2023-11-04 08:00:00,3.0
339,318,7,1.0,2023-09-14 05:00:00,
340,318,3,3.0,2023-07-24 12:00:00,
341,565,43,2.0,2023-07-29 10:00:00,
342,567,9,2.0,2023-12-11 04:00:00,3.0
343,199,4,1.0,2023-07-17 03:00:00,3.0
344,476,4,-1.0,2023-11-11 12:00:00,1.0
345,449,35,2.0,2023-12-05 22:00:00,5.0
346,773,37,-1.0,2023-03-08 22:00:00,1.0
347,940,31,-1.0,2023-07-18 21:00:00,4.0
348,424,31,,2023-12-04 21:00:00,
349,525,5,2.0,2023-10-17 15:00:00,
350,673,19,1.0,2023-09-08 04:00:00,5.0
351,394,22,2.0,2023-11-19 00:00:00,
352,82,25,2.0,2023-05-28 13:00:00,1.0
353,35,31,1.0,2023-01-17 04:00:00,5.0
354,729,3,2.0,2023-03-16 18:00:00,
355,361,21,1.0,2023-12-30 19:00:00,4.0
356,572,48,1.0,2023-07-24 23:00:00,
357,688,32,3.0,2023-08-19 17:00:00,3.0
358,553,33,2.0,2023-06-11 08:00:00,1.0
359,265,8,,2024-01-05 12:00:00,5.0
360,470,48,-1.0,2023-04-04 22:00:00,4.0
361,922,47,,2023-05-23 04:00:00,2.0
362,180,49,3.0,2023-08-16 11:00:00,4.0
363,407,16,2.0,2023-07-26 11:00:00,4.0
364,316,6,1.0,2023-11-05 04:00:00,2.0
365,654,23,3.0,2023-08-14 14:00:00,2.0
366,620,16,1.0,2023-11-05 07:00:00,4.0
367,633,14,1.0,2023-11-05 22:00:00,4.0
368,195,23,2.0,2024-01-15 04:00:00,2.0
369,225,5,-1.0,2023-07-22 03:00:00,2.0
370,431,37,2.0,2023-03-26 09:00:00,1.0
371,400,27,,2023-04-19 23:00:00,2.0
372,522,12,-1.0,2023-11-04 20:00:00,3.0
373,848,43,3.0,2023-05-02 22:00:00,5.0
374,479,49,2.0,2023-02-16 17:00:00,1.0
375,411,45,,2023-05-02 06:00:00,5.0
376,502,22,3.0,2023-12-06 10:00:00,3.0
377,971,34,3.0,2023-11-04 15:00:00,3.0
378,503,3,2.0,2023-05-26 02:00:00,2.0
379,341,14,,2023-02-03 03:00:00,3.0
380,580,22,3.0,2023-03-07 15:00:00,5.0
381,771,47,-1.0,2023-09-15 08:00:00,1.0
382,574,9,1.0,2023-09-19 02:00:00,2.0
383,513,50,,2023-04-13 10:00:00,4.0
384,60,26,,2023-05-19 00:00:00,4.0
385,401,48,2.0,2023-02-22 05:00:00,2.0
386,669,18,,2023-10-12 18:00:00,
387,777,22,,2024-01-02 10:00:00,4.0
388,778,40,1.0,2023-06-09 21:00:00,5.0
389,131,35,-1.0,2023-07-03 06:00:00,4.0
390,604,42,3.0,2023-05-30 19:00:00,1.0
391,582,44,,2023-10-03 21:00:00,3.0
392,608,41,1.0,2023-12-16 06:00:00,2.0
393,366,36,2.0,2023-03-30 12:00:00,5.0
394,253,24,1.0,2023-05-15 22:00:00,5.0
395,981,27,3.0,2023-08-14 03:00:00,1.0
396,883,6,-1.0,2023-09-07 22:00:00,3.0
397,291,28,,2023-09-05 10:00:00,
398,79,39,,2023-03-27 05:00:00,1.0
399,197,6,,2023-03-07 18:00:00,1.0
400,47,26,3.0,2023-01-01 14:00:00,1.0
401,805,36,1.0,2023-04-22 09:00:00,2.0
402,968,43,2.0,2023-10-20 08:00:00,3.0
403,76,2,-1.0,2023-12-30 08:00:00,5.0
404,285,6,1.0,2024-01-04 17:00:00,2.0
405,866,19,3.0,2023-07-20 12:00:00,5.0
406,59,9,1.0,2023-02-15 04:00:00,5.0
407,363,22,2.0,2023-07-27 15:00:00,2.0
408,804,45,1.0,2023-10-26 03:00:00,3.0
409,802,2,3.0,2023-05-01 04:00:00,2.0
410,733,24,1.0,2023-01-14 21:00:00,3.0
411,808,31,,2023-10-28 04:00:00,1.0
412,774,17,1.0,2023-07-01 23:00:00,1.0
413,559,26,1.0,2023-05-09 07:00:00,5.0
414,134,50,2.0,2023-10-28 03:00:00,5.0
415,72,45,1.0,2024-02-17 21:00:00,3.0
416,709,32,-1.0,2024-01-05 08:00:00,4.0
417,178,10,2.0,2023-01-11 23:00:00,2.0
418,533,24,-1.0,2023-06-30 17:00:00,5.0
419,147,21,1.0,2024-01-06 15:00:00,5.0
420,469,20,3.0,2023-12-18 23:00:00,2.0
421,689,30,,2023-09-03 23:00:00,4.0
422,639,1,2.0,2023-03-04 10:00:00,2.0
423,289,12,2.0,2023-06-24 14:00:00,3.0
424,768,42,2.0,2023-11-08 21:00:00,
425,24,31,-1.0,2024-02-06 19:00:00,
426,728,44,1.0,2023-12-13 06:00:00,4.0
427,451,31,,2023-11-13 06:00:00,3.0
428,333,4,3.0,2023-01-21 20:00:00,3.0
429,770,49,1.0,2024-01-17 11:00:00,5.0
430,424,26,,2024-01-28 06:00:00,
431,925,26,2.0,2023-05-09 23:00:00,5.0
432,298,8,-1.0,2023-07-12 23:00:00,1.0
433,251,39,-1.0,2023-01-16 07:00:00,1.0
434,849,1,-1.0,2023-06-19 02:00:00,4.0
435,643,21,2.0,2023-12-07 14:00:00,3.0
436,455,37,1.0,2023-07-12 22:00:00,1.0
437,846,17,2.0,2023-09-10 22:00:00,1.0
438,287,22,1.0,2023-04-22 00:00:00,5.0
439,434,48,2.0,2023-02-12 18:00:00,2.0
440,717,38,,2023-09-04 04:00:00,
441,652,21,-1.0,2023-07-30 10:00:00,1.0
442,946,38,,2023-09-21 16:00:00,
443,33,22,3.0,2024-02-10 13:00:00,4.0
444,519,22,2.0,2023-03-12 11:00:00,4.0
445,538,46,1.0,2023-01-29 01:00:00,
446,15,43,,2023-08-21 04:00:00,3.0
447,902,49,,2023-08-29 06:00:00,5.0
448,102,12,-1.0,2023-08-03 20:00:00,5.0
449,938,27,2.0,2023-01-31 13:00:00,5.0
450,893,23,-1.0,2023-05-27 22:00:00,
451,779,4,2.0,2023-01-24 16:00:00,
452,931,34,2.0,2024-01-18 19:00:00,1.0
453,623,40,3.0,2023-05-02 18:00:00,5.0
454,614,29,-1.0,2023-11-26 15:00:00,4.0
455,642,40,1.0,2023-03-06 22:00:00,5.0
456,962,15,3.0,2023-01-05 05:00:00,5.0
457,879,8,-1.0,2023-05-06 07:00:00,
458,964,36,1.0,2023-10-28 01:00:00,3.0
459,519,9,1.0,2023-01-13 15:00:00,4.0
460,629,25,3.0,2023-01-04 04:00:00,4.0
461,983,13,2.0,2023-10-09 10:00:00,3.0
462,386,29,,2023-12-26 13:00:00,4.0
463,935,41,1.0,2023-02-20 08:00:00,2.0
464,298,49,,2023-11-19 14:00:00,4.0
465,81,20,3.0,2023-12-09 06:00:00,4.0
466,722,33,2.0,2024-01-08 16:00:00,2.0
467,30,17,2.0,2023-12-17 13:00:00,
468,479,40,1.0,2023-03-15 23:00:00,
469,874,16,,2023-05-25 17:00:00,1.0
470,939,42,-1.0,2023-01-21 03:00:00,1.0
471,819,42,,2023-04-02 05:00:00,3.0
472,996,22,3.0,2023-01-15 10:00:00,2.0
473,346,6,3.0,2023-08-17 09:00:00,3.0
474,265,42,-1.0,2023-12-15 09:00:00,1.0
475,826,28,,2023-03-03 08:00:00,5.0
476,948,6,2.0,2023-08-01 12:00:00,2.0
477,945,34,,2023-10-09 21:00:00,4.0
478,137,6,1.0,2023-12-29 18:00:00,4.0
479,103,2,1.0,2023-07-25 09:00:00,2.0
480,588,21,2.0,2023-09-21 17:00:00,1.0
481,715,9,3.0,2023-04-19 17:00:00,1.0
482,896,1,-1.0,2023-01-01 03:00:00,
483,898,35,3.0,2023-04-03 05:00:00,
484,715,46,,2023-07-21 03:00:00,3.0
485,479,7,,2023-02-05 16:00:00,1.0
486,618,3,1.0,2023-10-18 17:00:00,5.0
487,148,35,-1.0,2023-09-03 05:00:00,2.0
488,99,50,-1.0,2023-01-27 00:00:00,3.0
489,640,22,2.0,2023-01-13 02:00:00,3.0
490,58,10,-1.0,2023-03-26 02:00:00,2.0
491,119,2,,2023-01-28 20:00:00,4.0
492,899,50,,2024-01-07 17:00:00,5.0
493,803,37,3.0,2023-12-11 08:00:00,2.0
494,431,14,,2024-02-09 00:00:00,3.0
495,122,24,-1.0,2023-03-09 23:00:00,3.0
496,228,21,1.0,2023-08-04 10:00:00,5.0
497,326,5,3.0,2023-10-28 05:00:00,5.0
498,520,9,-1.0,2023-04-16 02:00:00,
499,78,29,-1.0,2023-04-03 07:00:00,1.0
500,932,36,1.0,2023-10-18 08:00:00,3.0
501,920,9,1.0,2023-09-28 16:00:00,
502,606,19,-1.0,2023-09-16 21:00:00,
503,875,45,3.0,2023-10-21 00:00:00,5.0
504,376,20,,2023-11-06 04:00:00,2.0
505,560,29,1.0,2023-02-16 03:00:00,3.0
506,639,42,3.0,2023-01-19 18:00:00,4.0
507,367,44,1.0,2023-09-20 01:00:00,
508,500,50,-1.0,2024-02-20 06:00:00,
509,307,28,2.0,2023-01-06 15:00:00,5.0
510,81,18,2.0,2023-03-16 09:00:00,3.0
511,226,22,2.0,2023-05-22 20:00:00,1.0
512,473,14,,2023-05-02 02:00:00,3.0
513,510,11,1.0,2023-12-13 00:00:00,2.0
514,9,38,-1.0,2023-11-09 04:00:00,
515,268,18,,2023-09-12 04:00:00,3.0
516,921,45,3.0,2023-07-07 16:00:00,4.0
517,761,43,-1.0,2023-07-30 13:00:00,3.0
518,327,15,3.0,2023-08-05 21:00:00,2.0
519,83,30,,2023-06-20 00:00:00,
520,424,34,1.0,2023-10-16 06:00:00,4.0
521,374,43,-1.0,2023-10-11 10:00:00,1.0
522,366,30,,2023-08-05 22:00:00,2.0
523,253,11,3.0,2023-01-23 04:00:00,2.0
524,737,5,,2023-07-21 06:00:00,3.0
525,623,38,1.0,2023-06-18 06:00:00,5.0
526,155,30,,2023-06-20 04:00:00,5.0
527,88,5,3.0,2023-05-14 12:00:00,5.0
528,173,2,2.0,2023-10-24 06:00:00,1.0
529,660,42,-1.0,2023-01-14 18:00:00,2.0
530,725,50,3.0,2023-07-26 13:00:00,5.0
531,128,36,2.0,2023-05-07 09:00:00,1.0
532,601,14,1.0,2023-11-17 04:00:00,5.0
